"STATION","NAME","DATE","PRCP","TAVG","TMAX","TMIN","WDFG","WSFG"
"CA007028754","BEAUCEVILLE, QC CA","2016-08-15","0.00","65","73","56","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-08-16","1.61","65","76","53","   11","82.8"
"CA007028754","BEAUCEVILLE, QC CA","2016-08-17","0.12","67","76","58","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-08-18","0.00","66","78","53","   27","71.6"
"CA007028754","BEAUCEVILLE, QC CA","2016-08-19","0.00","63","75","50","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-08-20","0.00","66","81","50","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-08-21","0.20","71","81","60","   18","107.4"
"CA007028754","BEAUCEVILLE, QC CA","2016-08-22","0.43","57","65","49","   28","82.8"
"CA007028754","BEAUCEVILLE, QC CA","2016-08-23","0.00","61","75","47","   23","78.3"
"CA007028754","BEAUCEVILLE, QC CA","2016-08-24","0.00","72","81","62","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-08-25","0.12","70","78","62","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-08-26","0.00","69","82","57","   26","71.6"
"CA007028754","BEAUCEVILLE, QC CA","2016-08-27","0.00","64","75","53","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-08-28","0.24","64","72","56","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-08-29","0.00","61","70","52","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-08-30","0.04","62","73","52","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-08-31","0.59","66","72","59","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-09-01","0.00","63","71","55","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-09-02","0.00","57","68","47","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-09-03","0.00","56","70","42","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-09-04","0.00","61","77","45","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-09-05","0.00","62","79","45","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-09-06",,,,"46","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-09-07","0.00","71","82","60","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-09-08","0.16","68","74","62","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-09-09","0.00","66","76","57","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-09-10","0.00","67","80","54","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-09-11","0.71","57","68","45","   24","102.9"
"CA007028754","BEAUCEVILLE, QC CA","2016-09-12","0.04","56","71","41","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-09-13","0.00","63","76","51","   23","73.8"
"CA007028754","BEAUCEVILLE, QC CA","2016-09-14","0.00","56","66","47","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-09-15","0.00","50","61","39","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-09-16","0.00","51","66","36","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-09-17","0.08","57","74","40","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-09-18","0.04","67","75","59","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-09-19","0.00","61","68","54","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-09-20",,,,"54","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-09-21","0.00","62","74","49","   29","78.3"
"CA007028754","BEAUCEVILLE, QC CA","2016-09-22","0.00","55","65","46","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-09-23","0.04","47","57","36","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-09-24","0.00","45","57","34","   30","73.8"
"CA007028754","BEAUCEVILLE, QC CA","2016-09-25","0.00","44","54","34","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-09-26","0.00","45","60","30","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-09-27","0.08","54","63","44","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-09-28","0.00","48","56","41","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-09-29",,,,"34","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-09-30","0.00","49","67","31","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-10-01","0.00","55","65","45","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-10-02","0.00","54","61","46","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-10-03",,,,"53","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-10-04","0.00","49","64","33","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-10-05",,,,"45","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-10-06","0.00","55","71","38","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-10-07","0.00","59","75","42","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-10-08","0.00","57","68","46","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-10-09","0.00","44","52","36","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-10-10","0.00","41","51","31","   35","73.8"
"CA007028754","BEAUCEVILLE, QC CA","2016-10-11","0.00","46","63","29","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-10-12","0.00","51","70","32","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-10-13","0.20","51","67","35","   29","73.8"
"CA007028754","BEAUCEVILLE, QC CA","2016-10-14","0.00","37","45","28","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-10-15","0.00","40","55","26","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-10-16","0.59","46","58","33","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-10-17","0.00","49","56","41","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-10-18","0.55","52","63","41","   12","87.2"
"CA007028754","BEAUCEVILLE, QC CA","2016-10-19","0.00","47","58","36","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-10-20","0.71","40","50","31","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-10-21","2.76","52","59","45","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-10-22","2.09","43","48","37","   25","82.8"
"CA007028754","BEAUCEVILLE, QC CA","2016-10-23","0.31","37","41","33","   27","91.7"
"CA007028754","BEAUCEVILLE, QC CA","2016-10-24","0.04","37","40","33","   30","78.3"
"CA007028754","BEAUCEVILLE, QC CA","2016-10-25","0.00","36","40","31","   32","71.6"
"CA007028754","BEAUCEVILLE, QC CA","2016-10-26","0.04","34","36","31","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-10-27","0.00","36","39","32","   12","78.3"
"CA007028754","BEAUCEVILLE, QC CA","2016-10-28","0.20","36","40","32","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-10-29","0.31","37","40","35","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-10-30","0.00","38","40","36","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-10-31","0.00","34","36","31","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-11-01","0.47","37","46","29","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-11-02","0.00","45","51","38","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-11-03","0.28","42","45","39","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-11-04","0.00","34","41","28","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-11-05","0.00","33","39","27","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-11-06","0.00","33","41","25","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-11-07","0.00","34","47","22","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-11-08","0.00","43","59","27","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-11-09","0.00","39","44","33","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-11-10","0.00","37","46","28","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-11-11","0.12","37","48","26","   30","107.4"
"CA007028754","BEAUCEVILLE, QC CA","2016-11-12","0.00","33","40","26","   23","98.4"
"CA007028754","BEAUCEVILLE, QC CA","2016-11-13","0.00","42","51","33","   25","82.8"
"CA007028754","BEAUCEVILLE, QC CA","2016-11-14","0.00","44","54","34","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-11-15","0.24","43","55","30","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-11-16","1.30","45","49","42","    9","87.2"
"CA007028754","BEAUCEVILLE, QC CA","2016-11-17","0.00","43","46","41","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-11-18","0.00","38","42","34","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-11-19","0.04","44","59","30","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-11-20","0.59","38","44","32","   16","78.3"
"CA007028754","BEAUCEVILLE, QC CA","2016-11-21","0.16","29","32","26","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-11-22","0.08","28","29","26","   29","82.8"
"CA007028754","BEAUCEVILLE, QC CA","2016-11-23","0.00","29","32","26","   29","73.8"
"CA007028754","BEAUCEVILLE, QC CA","2016-11-24","0.08","29","31","27","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-11-25","0.24","30","33","28","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-11-26","0.00","34","36","32","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-11-27","0.08","32","33","31","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-11-28","0.00","27","31","24","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-11-29","0.39","30","34","26","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-11-30","0.08","34","36","32","   12","71.6"
"CA007028754","BEAUCEVILLE, QC CA","2016-12-01","0.83","32","33","32","   12","96.2"
"CA007028754","BEAUCEVILLE, QC CA","2016-12-02","0.16","34","37","31","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-12-03","0.04","29","31","26","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-12-04","0.00","18","26","11","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-12-05","0.08","16","23","9","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-12-06","0.00","24","25","22","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-12-07","0.00","28","35","22","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-12-08","0.00","29","34","23","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-12-09","0.08","16","23","9","   33","87.2"
"CA007028754","BEAUCEVILLE, QC CA","2016-12-10","0.00","11","16","6","   28","73.8"
"CA007028754","BEAUCEVILLE, QC CA","2016-12-11","0.00","12","19","6","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-12-12","0.55","14","19","9","   12","73.8"
"CA007028754","BEAUCEVILLE, QC CA","2016-12-13","0.08","18","23","13","   28","71.6"
"CA007028754","BEAUCEVILLE, QC CA","2016-12-14","0.00","19","28","11","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-12-15","0.16","2","16","-12","   31","82.8"
"CA007028754","BEAUCEVILLE, QC CA","2016-12-16","0.00","-10","-3","-16","   30","78.3"
"CA007028754","BEAUCEVILLE, QC CA","2016-12-17","0.16","2","17","-13","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-12-18","0.12","17","31","2","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-12-19","0.00","-5","4","-13","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-12-20","0.00","3","20","-14","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-12-21","0.00","24","32","17","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-12-22","0.16","29","32","27","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-12-23","0.00","29","33","24","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-12-24","0.08","30","35","26","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-12-25","0.00","17","34","0","   31","98.4"
"CA007028754","BEAUCEVILLE, QC CA","2016-12-26","0.28","12","29","-5","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-12-27","0.55","36","42","29","   28","96.2"
"CA007028754","BEAUCEVILLE, QC CA","2016-12-28","0.00","21","31","12","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-12-29","0.43","15","27","3","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-12-30","0.51","18","27","10","   28","91.7"
"CA007028754","BEAUCEVILLE, QC CA","2016-12-31","0.16","9","18","0","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-01-01","0.12","21","29","13","   30","71.6"
"CA007028754","BEAUCEVILLE, QC CA","2017-01-02","0.00","15","25","6","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-01-03","0.47","17","30","4","   10","82.8"
"CA007028754","BEAUCEVILLE, QC CA","2017-01-04","0.31","27","33","22","   26","82.8"
"CA007028754","BEAUCEVILLE, QC CA","2017-01-05","0.08","16","23","9","   25","125.3"
"CA007028754","BEAUCEVILLE, QC CA","2017-01-06","0.00","5","15","-5","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-01-07","0.00","2","16","-11","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-01-08","0.00","-1","9","-10","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-01-09","0.00","-5","5","-14","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-01-10","0.20","12","33","-9","   16","96.2"
"CA007028754","BEAUCEVILLE, QC CA","2017-01-11","0.35","35","41","29","   17","96.2"
"CA007028754","BEAUCEVILLE, QC CA","2017-01-12","0.08","39","45","33","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-01-13","0.04","17","35","-2","   28","127.5"
"CA007028754","BEAUCEVILLE, QC CA","2017-01-14","0.00","2","14","-9","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-01-15","0.00","6","17","-4","   30","78.3"
"CA007028754","BEAUCEVILLE, QC CA","2017-01-16","0.04","14","32","-4","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-01-17","0.00","23","30","15","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-01-18","0.12","21","27","15","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-01-19","0.08","28","32","24","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-01-20","0.00","31","33","29","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-01-21","0.00","31","35","28","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-01-22","0.04","29","33","25","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-01-23","0.00","26","29","23","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-01-24","1.10","25","28","23","    9","82.8"
"CA007028754","BEAUCEVILLE, QC CA","2017-01-25","0.16","27","31","25","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-01-26","0.20","29","34","25","   26","87.2"
"CA007028754","BEAUCEVILLE, QC CA","2017-01-27","0.24","23","26","19","   27","78.3"
"CA007028754","BEAUCEVILLE, QC CA","2017-01-28","0.08","24","29","20","   28","82.8"
"CA007028754","BEAUCEVILLE, QC CA","2017-01-29","0.00","21","31","11","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-01-30","0.08","11","21","2","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-01-31","0.00","4","16","-7","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-02-01","0.08","2","19","-15","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-02-02","0.00","15","22","7","   26","82.8"
"CA007028754","BEAUCEVILLE, QC CA","2017-02-03","0.00","7","16","-2","   31","71.6"
"CA007028754","BEAUCEVILLE, QC CA","2017-02-04","0.12","7","19","-5","   25","73.8"
"CA007028754","BEAUCEVILLE, QC CA","2017-02-05","0.20","22","28","17","   28","78.3"
"CA007028754","BEAUCEVILLE, QC CA","2017-02-06","0.00","10","21","0","   33","87.2"
"CA007028754","BEAUCEVILLE, QC CA","2017-02-07","0.31","5","16","-5","   11","91.7"
"CA007028754","BEAUCEVILLE, QC CA","2017-02-08","0.32","23","36","10","   31","96.2"
"CA007028754","BEAUCEVILLE, QC CA","2017-02-09","0.00","4","10","-2","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-02-10","0.00","-1","5","-6","   34","96.2"
"CA007028754","BEAUCEVILLE, QC CA","2017-02-11","0.00","2","10","-7","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-02-12","0.28","7","23","-8","   12","73.8"
"CA007028754","BEAUCEVILLE, QC CA","2017-02-13","0.31","15","21","8","    3","96.2"
"CA007028754","BEAUCEVILLE, QC CA","2017-02-14","0.00","10","22","-1","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-02-15","0.39","16","27","4","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-02-16","0.00","22","26","17","   28","82.8"
"CA007028754","BEAUCEVILLE, QC CA","2017-02-17","0.00","18","24","11","   27","82.8"
"CA007028754","BEAUCEVILLE, QC CA","2017-02-18","0.00","26","41","10","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-02-19","0.00","36","42","29","   30","71.6"
"CA007028754","BEAUCEVILLE, QC CA","2017-02-20","0.00","21","31","11","   32","71.6"
"CA007028754","BEAUCEVILLE, QC CA","2017-02-21","0.00","20","38","1","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-02-22","0.08","35","44","26","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-02-23","0.20","44","61","26","   21","78.3"
"CA007028754","BEAUCEVILLE, QC CA","2017-02-24","0.55","38","44","33","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-02-25","0.31","45","58","33","   14","91.7"
"CA007028754","BEAUCEVILLE, QC CA","2017-02-26","0.08","24","34","14","   28","91.7"
"CA007028754","BEAUCEVILLE, QC CA","2017-03-04","0.00","-1","5","-6","   28","98.4"
"CA007028754","BEAUCEVILLE, QC CA","2017-03-05","0.00","6","17","-4","   34","71.6"
"CA007028754","BEAUCEVILLE, QC CA","2017-03-06","0.00","11","31","-8","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-03-07","0.18","25","35","16","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-03-08","0.16","38","44","31","   27","91.7"
"CA007028754","BEAUCEVILLE, QC CA","2017-03-09","0.00","23","35","11","   25","107.4"
"CA007028754","BEAUCEVILLE, QC CA","2017-03-10","0.00","6","15","-3","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-03-11","0.00","-8","-2","-13","   28","96.2"
"CA007028754","BEAUCEVILLE, QC CA","2017-03-12","0.04","3","9","-4","   29","91.7"
"CA007028754","BEAUCEVILLE, QC CA","2017-03-13","0.00","9","18","0","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-03-14","0.72","13","21","6","    2","116.3"
"CA007028754","BEAUCEVILLE, QC CA","2017-03-15","0.47","23","28","19","   35","73.8"
"CA007028754","BEAUCEVILLE, QC CA","2017-03-16","0.09","14","19","9","   26","78.3"
"CA007028754","BEAUCEVILLE, QC CA","2017-03-17","0.43","16","26","5","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-03-18","0.47","21","38","4","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-03-19","0.00","22","42","3","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-03-20","0.00","25","42","8","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-03-21","0.00","35","45","26","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-03-22","0.28","19","31","7","   31","87.2"
"CA007028754","BEAUCEVILLE, QC CA","2017-03-23","0.00","13","23","4","   29","73.8"
"CA007028754","BEAUCEVILLE, QC CA","2017-03-24","0.00","20","31","9","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-03-25","0.04","25","34","15","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-03-26","0.11","22","40","5","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-03-27","0.48","30","32","28","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-03-28","0.39","33","36","29","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-03-29","0.04","33","36","29","   35","73.8"
"CA007028754","BEAUCEVILLE, QC CA","2017-03-30","0.00","31","39","22","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-03-31","0.00","30","44","16","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-04-01","0.24","33","37","29","   14","71.6"
"CA007028754","BEAUCEVILLE, QC CA","2017-04-02","0.00","32","41","22","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-04-03","0.00","31","43","20","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-04-04","0.55","33","40","26","   15","98.4"
"CA007028754","BEAUCEVILLE, QC CA","2017-04-05","0.24","35","39","31","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-04-06","0.83","38","42","34","   10","96.2"
"CA007028754","BEAUCEVILLE, QC CA","2017-04-07","0.16","41","47","34","   12","82.8"
"CA007028754","BEAUCEVILLE, QC CA","2017-04-08","0.08","36","39","33","   27","107.4"
"CA007028754","BEAUCEVILLE, QC CA","2017-04-09","0.08","41","53","30","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-04-10","0.04","55","74","37","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-04-11","0.24","45","52","38","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-04-12","0.08","41","46","36","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-04-13","0.00","40","47","32","   32","73.8"
"CA007028754","BEAUCEVILLE, QC CA","2017-04-14","0.00","39","53","25","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-04-15","0.00","47","64","30","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-04-16","1.02","44","53","35","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-04-17","0.16","38","40","35",,
"CA007028754","BEAUCEVILLE, QC CA","2017-04-18",,,,,"    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-04-19",,,,"30","   15","96.2"
"CA007028754","BEAUCEVILLE, QC CA","2017-04-20","0.04","40","44","37","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-04-21","0.31","38","41","35","   13","98.4"
"CA007028754","BEAUCEVILLE, QC CA","2017-04-22","0.12","38","42","35","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-04-23","0.00","47","59","36","   35","82.8"
"CA007028754","BEAUCEVILLE, QC CA","2017-04-24","0.00","36","45","27","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-04-25","0.12","45","63","27","   15","91.7"
"CA007028754","BEAUCEVILLE, QC CA","2017-04-26","0.67","51","59","43","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-04-27","0.00","58","72","44","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-04-28","0.00","60","74","45","   28","73.8"
"CA007028754","BEAUCEVILLE, QC CA","2017-04-29","0.00","52","67","36","   31","107.4"
"CA007028754","BEAUCEVILLE, QC CA","2017-04-30","0.00","43","51","35","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-05-01","1.06","40","42","39","   11","78.3"
"CA007028754","BEAUCEVILLE, QC CA","2017-05-02","0.28","47","53","40","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-05-03","0.00","42","48","35","   29","91.7"
"CA007028754","BEAUCEVILLE, QC CA","2017-05-04","0.00","45","61","29","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-05-05","0.20","46","53","39","   15","107.4"
"CA007028754","BEAUCEVILLE, QC CA","2017-05-06","0.04","55","65","45","   14","125.3"
"CA007028754","BEAUCEVILLE, QC CA","2017-05-07","0.63","52","60","43","   15","111.8"
"CA007028754","BEAUCEVILLE, QC CA","2017-05-08","0.04","38","43","33","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-05-09","0.08","41","50","31","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-05-10","0.31","40","47","33","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-05-11","0.08","46","53","40","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-05-12","0.00","53","64","42","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-05-13","0.00","54","69","39","   14","73.8"
"CA007028754","BEAUCEVILLE, QC CA","2017-05-14","0.35","48","52","44","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-05-15","0.04","51","62","40","    2","91.7"
"CA007028754","BEAUCEVILLE, QC CA","2017-05-16","0.00","52","69","35","   32","87.2"
"CA007028754","BEAUCEVILLE, QC CA","2017-05-17","0.00","63","82","43","   25","73.8"
"CA007028754","BEAUCEVILLE, QC CA","2017-05-18","0.00","75","87","62","   26","91.7"
"CA007028754","BEAUCEVILLE, QC CA","2017-05-19","0.00","52","66","38","   30","78.3"
"CA007028754","BEAUCEVILLE, QC CA","2017-05-20","0.00","47","60","33","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-05-21","0.00","48","67","30","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-05-22","0.00","53","58","48","   17","78.3"
"CA007028754","BEAUCEVILLE, QC CA","2017-05-23","0.00","54","64","45","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-05-24","0.00","54","71","38","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-05-25","0.20","58","70","47","   12","96.2"
"CA007028754","BEAUCEVILLE, QC CA","2017-05-26","0.63","49","52","45","    7","82.8"
"CA007028754","BEAUCEVILLE, QC CA","2017-05-27","0.00","54","67","42","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-05-28","0.00","57","75","39","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-05-29","0.00","58","67","49","   17","96.2"
"CA007028754","BEAUCEVILLE, QC CA","2017-05-30","0.00","57","66","49","   15","78.3"
"CA007028754","BEAUCEVILLE, QC CA","2017-05-31","0.08","60","72","48","   16","73.8"
"CA007028754","BEAUCEVILLE, QC CA","2017-06-01","0.00","56","66","47","   24","91.7"
"CA007028754","BEAUCEVILLE, QC CA","2017-06-02","0.00","52","59","45","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-06-03","0.00","52","59","44","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-06-04","0.00","57","68","47","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-06-05","0.47","55","61","49","   12","78.3"
